종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
430,대원강업 ,4000,-10,-0.25,,,7487,0.53,100,2.5
440,중앙에너비스 ,16250,250,1.56,4144,3.92,9893,1.64,480,2.95
480,조선내화 ,83700,-1600,-1.88,10421,8.03,154303,0.54,4200,5.02
490,대동 ,9730,-30,-0.31,985,9.88,13301,0.73,80,0.82
500,가온전선 ,24650,-450,-1.79,2418,10.19,63351,0.39,600,2.43
520,삼일제약 ,7740,-50,-0.64,110,70.36,4746,1.63,75,0.97
540,흥국화재 ,3745,-50,-1.32,268,13.97,11107,0.34,0,0
545,흥국화재우 ,8200,0,0,,,,,0,0
547,흥국화재2우B ,26600,-250,-0.93,,,,,0,0
590,CS홀딩스 ,60600,-700,-1.14,6657,9.1,210057,0.29,500,0.83
640,동아쏘시오홀딩스 ,106000,500,0.47,26725,3.97,144380,0.73,1000,0.94
650,천일고속 ,66200,100,0.15,,,26545,2.49,3000,4.53
660,SK하이닉스 ,119500,8000,7.17,6952,17.19,71275,1.68,1170,0.98
670,영풍 ,665000,15000,2.31,77108,8.62,1803019,0.37,10000,1.5
680,LS네트웍스 ,3130,-10,-0.32,,,6258,0.5,0,0
700,유수홀딩스 ,6000,20,0.33,3202,1.87,11744,0.51,500,8.33
720,현대건설 ,48050,-50,-0.1,1067,45.03,57894,0.83,600,1.25
725,현대건설우 ,80100,1900,2.43,,,,,650,0.81
760,이화산업 ,16050,200,1.26,,,35475,0.45,0,0
810,삼성화재 ,216500,-1500,-0.69,17760,12.19,321574,0.67,8800,4.06
815,삼성화재우 ,174500,500,0.29,,,,,8805,5.05
850,화천기공 ,35200,-200,-0.56,2053,17.15,134620,0.26,750,2.13
860,강남제비스코 ,22800,350,1.56,3583,6.36,84026,0.27,500,2.19
880,한화 ,32900,450,1.39,2831,11.62,46059,0.71,700,2.13
885,한화우 ,35350,-50,-0.14,,,,,750,2.12
890,보해양조 ,917,-8,-0.86,14,65.5,617,1.49,0,0
910,유니온 ,7340,130,1.8,951,7.72,8009,0.92,125,1.7
950,전방 ,42500,1400,3.41,5181,8.2,83530,0.51,0,0
970,한국주철관 ,9080,-10,-0.11,513,17.7,12129,0.75,200,2.2
990,DB하이텍 ,76600,4200,5.8,3822,20.04,17851,4.29,350,0.46
995,DB하이텍1우 ,111500,5500,5.19,,,,,400,0.36
1000,신라섬유 ,2240,-80,-3.45,14,160,610,3.67,0,0
1020,페이퍼코리아 ,1555,-30,-1.89,7,222.14,748,2.08,0,0
1040,CJ ,87900,-700,-0.79,2581,34.06,130202,0.68,2000,2.28
1045,CJ우 ,58800,-200,-0.34,,,,,2050,3.49
1060,JW중외제약 ,23500,250,1.08,,,9069,2.59,325,1.38
1065,JW중외제약우 ,33800,600,1.81,,,,,350,1.04
1067,JW중외제약2우B ,59300,0,0,,,,,325,0.55
1070,대한방직 ,46200,-200,-0.43,746,61.93,25717,1.8,0,0
1080,만호제강 ,22000,-100,-0.45,420,52.38,55976,0.39,200,0.91
1120,LX인터내셔널 ,25750,300,1.18,7932,3.25,34525,0.75,400,1.55
1130,대한제분 ,153500,0,0,12494,12.29,461663,0.33,2000,1.3
1140,국보 ,1750,0,0,,,609,2.87,0,0
1200,유진투자증권 ,3745,20,0.54,797,4.7,8932,0.42,120,3.2
1210,금호전기 ,3405,270,8.61,,,1369,2.49,0,0
1230,동국제강 ,16300,150,0.93,700,23.29,21305,0.77,200,1.23
1250,GS글로벌 ,2450,-35,-1.41,,,3465,0.71,0,0
1260,남광토건 ,13250,-350,-2.57,1401,9.46,6746,1.96,0,0
1270,부국증권 ,24650,100,0.41,6784,3.63,41949,0.59,1200,4.87
1275,부국증권우 ,23000,50,0.22,,,,,1250,5.43
1290,상상인증권 ,1180,0,0,27,43.7,1799,0.66,0,0
1340,백광산업 ,5740,250,4.55,232,24.74,3946,1.45,50,0.87
1360,삼성제약 ,5090,40,0.79,,,1981,2.57,0,0
1380,SG글로벌 ,1760,5,0.28,,,2812,0.63,0,0
1390,KG케미칼 ,33300,-700,-2.06,3358,9.92,29370,1.13,400,1.2
1420,태원물산 ,5090,50,0.99,,,4160,1.22,50,0.98
1430,세아베스틸 ,20200,-50,-0.25,,,45201,0.45,200,0.99
1440,대한전선 ,1930,35,1.85,3,643.33,402,4.8,0,0
1450,현대해상 ,24950,0,0,3955,6.31,53743,0.46,1000,4.01
1460,BYC ,434000,-3000,-0.69,21904,19.81,538911,0.81,1100,0.25
1465,BYC우 ,173000,2500,1.47,,,,,1150,0.66
1470,삼부토건 ,2500,-5,-0.2,,,1397,1.79,0,0
1500,현대차증권 ,12850,0,0,2739,4.69,27500,0.47,675,5.25
1510,SK증권 ,990,-4,-0.4,25,39.6,1207,0.82,10,1.01
1515,SK증권우 ,3960,-10,-0.25,,,,,15,0.38
1520,동양 ,1565,-50,-3.1,,,3285,0.48,40,2.56
1525,동양우 ,7460,-160,-2.1,,,,,90,1.21
1527,동양2우B ,14350,50,0.35,,,,,150,1.05
1529,동양3우B ,32900,150,0.46,,,,,150,0.46
1530,DI동일 ,292500,-11000,-3.62,10653,27.46,198359,1.47,1500,0.51
1540,안국약품 ,9880,70,0.71,,,11048,0.89,220,2.23
1550,조비 ,21850,-1400,-6.02,579,37.74,9861,2.22,0,0
1560,제일연마 ,9010,-160,-1.74,435,20.71,8589,1.05,220,2.44
1570,금양 ,5080,40,0.79,,,1797,2.83,0,0
1620,케이비아이동국실업 ,869,-2,-0.23,,,2511,0.35,0,0
1630,종근당홀딩스 ,78400,-100,-0.13,15711,4.99,107821,0.73,1400,1.79
1680,대상 ,23800,200,0.85,3473,6.85,30083,0.79,700,2.94
1685,대상우 ,17000,-100,-0.58,,,,,710,4.18
1720,신영증권 ,59600,-100,-0.17,22418,2.66,81242,0.73,4000,6.71
1725,신영증권우 ,60400,-400,-0.66,,,,,4050,6.71
1740,SK네트웍스 ,5100,20,0.39,153,33.33,8289,0.62,120,2.35
1745,SK네트웍스우 ,87000,1100,1.28,,,,,145,0.17
1750,한양증권 ,15750,-350,-2.17,3583,4.4,26489,0.59,750,4.76
1755,한양증권우 ,19850,-100,-0.5,,,,,800,4.03
1770,SHD ,28900,-1550,-5.09,403,71.71,28484,1.01,100,0.35
1780,알루코 ,3655,75,2.09,,,2427,1.51,0,0
1790,대한제당 ,3290,-20,-0.6,263,12.51,4974,0.66,180,5.47
1795,대한제당우 ,3220,-30,-0.92,,,,,185,5.75
1800,오리온홀딩스 ,15950,0,0,1289,12.37,31390,0.51,650,4.08
1810,무림SP ,3055,10,0.33,79,38.67,9248,0.33,25,0.82
1820,삼화콘덴서 ,60000,800,1.35,2272,26.41,16709,3.59,300,0.5
1840,이화공영 ,5910,-130,-2.15,15,394,2156,2.74,10,0.17
1880,DL건설 ,27650,50,0.18,7953,3.48,34403,0.8,550,1.99
1940,KISCO홀딩스 ,15900,200,1.27,2260,7.04,45645,0.35,300,1.89
2020,코오롱 ,32050,-50,-0.16,10889,2.94,52610,0.61,500,1.56
2025,코오롱우 ,20000,50,0.25,,,,,550,2.75
2030,아세아 ,119500,1500,1.27,22188,5.39,369251,0.32,2000,1.67
2070,비비안 ,3230,-50,-1.52,,,3376,0.96,0,0
2100,경농 ,11600,-300,-2.52,706,16.43,8886,1.31,250,2.16
2140,고려산업 ,3065,-55,-1.76,278,11.03,4108,0.75,35,1.14
2150,도화엔지니어링 ,7810,50,0.64,535,14.6,7617,1.03,280,3.59
2170,삼양통상 ,59800,300,0.5,17515,3.41,125195,0.48,1250,2.09
2200,한국수출포장 ,25250,250,1,2090,12.08,63143,0.4,600,2.38
2210,동성제약 ,8190,-10,-0.12,,,2105,3.89,0,0
2220,한일철강 ,2910,-25,-0.85,,,5895,0.49,0,0
2230,피에스텍 ,5040,80,1.61,25,201.6,6922,0.73,75,1.49
2240,고려제강 ,19900,-750,-3.63,366,54.37,59061,0.34,300,1.51
2270,롯데푸드 ,356000,-5000,-1.39,77191,4.61,672512,0.53,12000,3.37
2290,삼일기업공사 ,4055,-45,-1.1,195,20.79,4838,0.84,100,2.47
2310,아세아제지 ,51000,3500,7.37,6057,8.42,70731,0.72,700,1.37
2320,한진 ,31350,-250,-0.79,575,54.52,73015,0.43,600,1.91
2350,넥센타이어 ,7010,110,1.59,,,14814,0.47,105,1.5
2355,넥센타이어1우B ,3190,-30,-0.93,,,,,110,3.45
2360,SH에너지화학 ,975,-20,-2.01,,,808,1.21,0,0
2380,KCC ,311000,2500,0.81,72945,4.26,548119,0.57,5700,1.83
2390,한독 ,22700,50,0.22,1958,11.59,27703,0.82,300,1.32
2410,범양건영 ,7730,280,3.76,442,17.49,3269,2.36,0,0
2420,세기상사 ,6160,0,0,,,5066,1.22,0,0
2450,삼익악기 ,1765,10,0.57,120,14.71,2464,0.72,50,2.83
2460,화성산업 ,12350,-50,-0.4,2742,4.5,31644,0.39,650,5.26
2600,조흥 ,196500,-1000,-0.51,12528,15.68,222051,0.88,6000,3.05
2620,제일파마홀딩스 ,16750,-100,-0.59,745,22.48,25508,0.66,70,0.42
2630,오리엔트바이오 ,1280,25,1.99,,,418,3.06,0,0
2680,한탑 ,1365,-15,-1.09,,,2172,0.63,0,0
2690,동일제강 ,2870,75,2.68,18,159.44,7926,0.36,0,0
2700,신일전자 ,2000,20,1.01,115,17.39,1059,1.89,20,1
2710,TCC스틸 ,7270,-210,-2.81,,,4991,1.46,15,0.21
2720,국제약품 ,5350,-40,-0.74,120,44.58,3659,1.46,0,0
2760,보락 ,2010,5,0.25,7,287.14,735,2.73,4,0.2
2780,진흥기업 ,2215,0,0,140,15.82,811,2.73,0,0
2785,진흥기업우B ,5970,100,1.7,,,,,0,0
2787,진흥기업2우B ,15150,150,1,,,,,0,0
2790,아모레G ,46850,0,0,74,633.11,33851,1.38,230,0.49
2795,아모레G우 ,17200,-50,-0.29,,,,,235,1.37
2800,신신제약 ,6730,-20,-0.3,24,280.42,3704,1.82,0,0
2810,삼영무역 ,15450,-50,-0.32,1600,9.66,20537,0.75,500,3.24
2820,SUN&L ,5040,-100,-1.95,,,16384,0.31,0,0
2840,미원상사 ,204500,-500,-0.24,10369,19.72,53838,3.8,700,0.34
2870,신풍제지 ,2305,-25,-1.07,1189,1.94,2884,0.8,50,2.17
2880,대유에이텍 ,1505,25,1.69,,,1045,1.44,0,0
2900,TYM ,1770,10,0.57,29,61.03,934,1.9,0,0
2920,유성기업 ,3195,15,0.47,,,10196,0.31,120,3.76
2960,한국쉘석유 ,277000,500,0.18,16162,17.14,75474,3.67,14000,5.05
2990,금호건설 ,11150,0,0,741,15.05,10569,1.05,500,4.48
2995,금호건설우 ,31100,900,2.98,,,,,550,1.77
3000,부광약품 ,13100,50,0.38,,,3643,3.6,100,0.76
3010,혜인 ,5820,-60,-1.02,484,12.02,8434,0.69,120,2.06
3030,세아제강지주 ,111500,6500,6.19,4227,26.38,235619,0.47,1500,1.35
3060,에이프로젠제약 ,926,-32,-3.34,35,26.46,1268,0.73,0,0
3070,코오롱글로벌 ,24650,-100,-0.4,3249,7.59,18560,1.33,400,1.62
3075,코오롱글로벌우 ,32150,-250,-0.77,,,,,450,1.4
3080,성보화학 ,4185,-35,-0.83,,,6827,0.61,135,3.23
3090,대웅 ,31250,550,1.79,2343,13.34,11787,2.65,100,0.32
3100,선광 ,55300,-100,-0.18,1152,48,45992,1.2,350,0.63
3120,일성신약 ,73900,-500,-0.67,2100,35.19,130630,0.57,750,1.01
3160,디아이 ,8540,110,1.3,203,42.07,4122,2.07,100,1.17
3200,일신방직 ,108000,1000,0.93,4428,24.39,295756,0.37,1500,1.39
3220,대원제약 ,15850,-200,-1.25,853,18.58,10084,1.57,160,1.01
3230,삼양식품 ,80800,300,0.37,8922,9.06,45470,1.78,800,0.99
3240,태광산업 ,967000,1000,0.1,125727,7.69,2969365,0.33,1550,0.16
3280,흥아해운 ,2880,-125,-4.16,,,,,0,0
3300,한일홀딩스 ,13100,-100,-0.76,1677,7.81,46221,0.28,510,3.89
3310,대주산업 ,2145,-75,-3.38,98,21.89,1530,1.4,35,1.63
3350,한국화장품제조 ,27500,-550,-1.96,,,9768,2.82,0,0
3380,하림지주 ,11300,1250,12.44,725,15.59,18343,0.62,50,0.44
3410,쌍용C&E ,7890,110,1.41,275,28.69,3353,2.35,440,5.58
3460,유화증권 ,2820,30,1.08,83,33.98,6358,0.44,110,3.9
3465,유화증권우 ,2790,15,0.54,,,,,120,4.3
3470,유안타증권 ,4260,-10,-0.23,500,8.52,6527,0.65,125,2.93
3475,유안타증권우 ,4390,-25,-0.57,,,,,175,3.99
3480,한진중공업홀딩스 ,4035,-35,-0.86,,,11160,0.36,0,0
3490,대한항공 ,29350,-300,-1.01,,,14181,2.07,0,0
3495,대한항공우 ,38750,-650,-1.65,,,,,0,0
3520,영진약품 ,4515,10,0.22,,,626,7.21,0,0
3530,한화투자증권 ,5660,-70,-1.22,307,18.44,5707,0.99,0,0
3535,한화투자증권우 ,14000,-200,-1.41,,,,,0,0
3540,대신증권 ,19900,0,0,2119,9.39,23605,0.84,1200,6.03
3545,대신증권우 ,18350,-100,-0.54,,,,,1250,6.81
3547,대신증권2우B ,17700,-50,-0.28,,,,,1200,6.78
3550,LG ,87800,1500,1.74,8338,10.53,115188,0.76,2500,2.85
3555,LG우 ,63800,100,0.16,,,,,2550,4
3560,IHQ ,1580,-105,-6.23,,,808,1.96,0,0
3570,SNT중공업 ,9110,0,0,329,27.69,17967,0.51,300,3.29
3580,넥스트사이언스 ,18600,-850,-4.37,,,2013,9.24,0,0
3610,방림 ,2830,-15,-0.53,128,22.11,4519,0.63,35,1.24
3620,쌍용차 ,2770,0,0,,,,,0,0
3650,미창석유 ,81400,-600,-0.73,12962,6.28,159298,0.51,2100,2.58
3670,포스코케미칼 ,145500,-1500,-1.02,455,319.78,15401,9.45,300,0.21
3680,한성기업 ,6140,-170,-2.69,400,15.35,8130,0.76,0,0
3690,코리안리 ,9630,-60,-0.62,1252,7.69,20403,0.47,450,4.67
3720,삼영화학 ,2905,-35,-1.19,6,484.17,1297,2.24,0,0
3780,진양산업 ,7430,190,2.62,395,18.81,3341,2.22,180,2.42
3800,에이스침대 ,42800,750,1.78,4811,8.9,45711,0.94,1100,2.57
3830,대한화섬 ,134000,-1000,-0.74,14424,9.29,457234,0.29,410,0.31
3850,보령제약 ,14000,150,1.08,455,30.77,5367,2.61,100,0.71
3920,남양유업 ,459000,-26000,-5.36,,,970716,0.47,1000,0.22
3925,남양유업우 ,230000,-9000,-3.77,,,,,1050,0.46
3960,사조대림 ,26200,-800,-2.96,4602,5.69,39002,0.67,200,0.76
4000,롯데정밀화학 ,80400,800,1.01,7805,10.3,63942,1.26,1500,1.87
4020,현대제철 ,41300,900,2.23,,,122488,0.34,500,1.21
4060,SG세계물산 ,648,-18,-2.7,,,969,0.67,0,0
4080,신흥 ,16150,50,0.31,1302,12.4,9573,1.69,200,1.24
4090,한국석유 ,11300,-200,-1.74,546,20.7,11418,0.99,83,0.73
4100,태양금속 ,1400,-10,-0.71,,,2467,0.57,5,0.36
4105,태양금속우 ,2620,-30,-1.13,,,,,10,0.38
4140,동방 ,3865,50,1.31,363,10.65,2763,1.4,0,0
4150,한솔홀딩스 ,3700,-40,-1.07,1695,2.18,11972,0.31,120,3.24
4170,신세계 ,233000,-2000,-0.85,,,349650,0.67,1500,0.64
4250,NPC ,6920,-880,-11.28,449,15.41,7011,0.99,100,1.45
4255,NPC우 ,3235,-115,-3.43,,,,,105,3.25
4270,남성 ,3405,15,0.44,,,2095,1.63,35,1.03
4310,현대약품 ,5450,-40,-0.73,80,68.13,2817,1.93,43,0.79
4360,세방 ,11900,0,0,1436,8.29,36981,0.32,190,1.6
4365,세방우 ,7210,0,0,,,,,195,2.7
4370,농심 ,288500,3000,1.05,25682,11.23,334382,0.86,4000,1.39
4380,삼익THK ,11850,150,1.28,215,55.12,9046,1.31,150,1.27
4410,서울식품 ,308,-1,-0.32,,,78,3.95,0,0
4415,서울식품우 ,4085,-50,-1.21,,,,,0,0
4430,송원산업 ,18000,600,3.45,1144,15.73,19113,0.94,120,0.67
4440,삼일씨엔에스 ,9550,-60,-0.62,,,21785,0.44,0,0
4450,삼화왕관 ,42650,-400,-0.93,819,52.08,66914,0.64,1250,2.93
4490,세방전지 ,86400,1400,1.65,4916,17.58,79003,1.09,500,0.58
4540,깨끗한나라 ,4430,-5,-0.11,1023,4.33,5765,0.77,100,2.26
4545,깨끗한나라우 ,21900,400,1.86,,,,,110,0.5
4560,현대비앤지스틸 ,16900,750,4.64,1553,10.88,28211,0.6,100,0.59
4565,현대비앤지스틸우 ,78300,1700,2.22,,,,,150,0.19
4590,한국가구 ,7190,-310,-4.13,617,11.65,7783,0.92,135,1.88
4650,창해에탄올 ,13850,50,0.36,1705,8.12,14242,0.97,600,4.33
4690,삼천리 ,88400,-300,-0.34,9248,9.56,317378,0.28,3000,3.39
4700,조광피혁 ,56300,-1000,-1.75,5532,10.18,47356,1.19,300,0.53
4710,한솔테크닉스 ,6450,50,0.78,834,7.73,8683,0.74,0,0
4720,팜젠사이언스 ,10750,350,3.37,675,15.93,5677,1.89,0,0
4770,써니전자 ,3275,-35,-1.06,170,19.26,1832,1.79,0,0
4780,대륙제관 ,5210,-10,-0.19,757,6.88,7316,0.71,150,2.88
4800,효성 ,97100,700,0.73,,,105988,0.92,5000,5.15
4830,덕성 ,17050,50,0.29,232,73.49,3880,4.39,45,0.26
4835,덕성우 ,20350,400,2.01,,,,,50,0.25
4840,DRB동일 ,5200,0,0,121,42.98,17702,0.29,50,0.96
4870,티웨이홀딩스 ,1030,-10,-0.96,,,923,1.12,0,0
4890,동일산업 ,140000,-1000,-0.71,3700,37.84,148639,0.94,1800,1.29
4910,조광페인트 ,8580,350,4.25,436,19.68,15814,0.54,200,2.33
4920,씨아이테크 ,1060,-15,-1.4,,,1283,0.83,0,0
4960,한신공영 ,17450,250,1.45,9155,1.91,52869,0.33,400,2.29
4970,신라교역 ,13350,0,0,479,27.87,32370,0.41,500,3.75
4980,성신양회 ,11750,-850,-6.75,416,28.25,16113,0.73,150,1.28
4985,성신양회우 ,15050,-550,-3.53,,,,,200,1.33
4990,롯데지주 ,32250,-50,-0.15,,,60599,0.53,1000,3.1
5010,휴스틸 ,14800,650,4.59,1134,13.05,54380,0.27,200,1.35
5030,부산주공 ,618,0,0,,,469,1.32,0,0
5070,코스모신소재 ,46150,-2550,-5.24,401,115.09,6045,7.63,0,0
5090,SGC에너지 ,47000,800,1.73,1792,26.23,38628,1.22,1500,3.19
5110,한창 ,1040,-50,-4.59,,,544,1.91,0,0
5160,동국산업 ,3720,20,0.54,127,29.29,7079,0.53,130,3.49
5180,빙그레 ,54800,100,0.18,3944,13.89,59843,0.92,1600,2.92
5250,녹십자홀딩스 ,27250,100,0.37,3793,7.18,18556,1.47,500,1.83
5257,녹십자홀딩스2우 ,61100,-900,-1.45,,,,,500,0.82
5290,동진쎄미켐 ,38650,-450,-1.15,1658,23.31,8437,4.58,100,0.26
5300,롯데칠성 ,138000,1000,0.73,,,132776,1.04,2700,1.96
5305,롯데칠성우 ,70300,100,0.14,,,,,2705,3.85
5320,국동 ,2395,30,1.27,458,5.23,2309,1.04,50,2.09
5360,모나미 ,4430,-50,-1.12,4,1107.5,4630,0.96,70,1.58
5380,현대차 ,218500,9000,4.3,5454,40.06,250888,0.87,3000,1.37
5385,현대차우 ,100000,1600,1.63,,,,,3050,3.05
5387,현대차2우B ,103000,2000,1.98,,,,,3100,3.01
5389,현대차3우B ,96500,2400,2.55,,,,,3050,3.16
5390,신성통상 ,3015,55,1.86,51,59.12,1652,1.83,0,0
5420,코스모화학 ,16450,-650,-3.8,,,4716,3.49,0,0
5430,한국공항 ,43600,300,0.69,,,86072,0.51,0,0
5440,현대그린푸드 ,9080,40,0.44,815,11.14,18231,0.5,210,2.31
5490,POSCO ,281000,3000,1.08,20165,13.94,508464,0.55,8000,2.85
5500,삼진제약 ,26350,600,2.33,2266,11.63,15357,1.72,800,3.04
5610,SPC삼립 ,71800,-400,-0.55,,,35114,2.04,1104,1.54
5670,푸드웰 ,6700,0,0,423,15.84,8013,0.84,85,1.27
5680,삼영전자 ,11300,0,0,571,19.79,24545,0.46,250,2.21
5690,파미셀 ,12300,50,0.41,87,141.38,952,12.92,0,0
5710,대원산업 ,7020,-10,-0.14,902,7.78,16584,0.42,125,1.78
5720,넥센 ,4860,-20,-0.41,194,25.05,18401,0.26,85,1.75
5725,넥센우 ,3500,0,0,,,,,90,2.57
5740,크라운해태홀딩스 ,8530,10,0.12,1527,5.59,18262,0.47,100,1.17
5745,크라운해태홀딩스우 ,13100,-100,-0.76,,,,,105,0.8
5750,대림B&Co ,7890,-290,-3.55,,,9517,0.83,130,1.65
5800,신영와코루 ,117000,-500,-0.43,3245,36.06,352404,0.33,1500,1.28
5810,풍산홀딩스 ,27900,-200,-0.71,1454,19.19,63127,0.44,1200,4.3
5820,원림 ,20650,300,1.47,7819,2.64,45998,0.45,500,2.42
5830,DB손해보험 ,55300,-1100,-1.95,9171,6.03,90596,0.61,2200,3.98
5850,에스엘 ,34600,2150,6.63,1420,24.37,29241,1.18,500,1.45
5860,한일사료 ,2015,-75,-3.59,55,36.64,1590,1.27,25,1.24
5870,휴니드 ,7220,140,1.98,432,16.71,8452,0.85,0,0
5880,대한해운 ,2605,5,0.19,34,76.62,2946,0.88,0,0
5930,삼성전자 ,74900,3700,5.2,3841,19.5,39406,1.9,2994,4
5935,삼성전자우 ,69500,3300,4.98,,,,,2995,4.31
5940,NH투자증권 ,13100,100,0.77,1923,6.81,19308,0.68,700,5.34
5945,NH투자증권우 ,12550,100,0.8,,,,,750,5.98
5950,이수화학 ,15100,-50,-0.33,,,10682,1.41,300,1.99
5960,동부건설 ,14250,50,0.35,1974,7.22,20042,0.71,900,6.32
5965,동부건설우 ,33400,700,2.14,,,,,950,2.84
5990,매일홀딩스 ,9130,30,0.33,154,59.29,20924,0.44,140,1.53
6040,동원산업 ,221000,3000,1.38,70124,3.15,340108,0.65,5000,2.26
6050,국영지앤엠 ,2130,-10,-0.47,,,1462,1.46,0,0
6060,화승인더 ,6410,-60,-0.93,698,9.18,6374,1.01,188,2.93
6090,사조오양 ,9190,-220,-2.34,1959,4.69,19611,0.47,150,1.63
6110,삼아알미늄 ,33600,3100,10.16,319,105.33,10036,3.35,100,0.3
6120,SK디스커버리 ,48250,100,0.21,13096,3.68,95458,0.51,1000,2.07
6125,SK디스커버리우 ,36150,50,0.14,,,,,1050,2.9
6140,피제이전자 ,8060,-10,-0.12,331,24.35,7305,1.1,100,1.24
6200,한국전자홀딩스 ,2300,-60,-2.54,,,2169,1.06,0,0
6220,제주은행 ,6000,240,4.17,481,12.47,15856,0.38,100,1.67
6260,LS ,55800,400,0.72,4568,12.22,101468,0.55,1450,2.6
6280,녹십자 ,231500,1000,0.43,7101,32.6,95710,2.42,1500,0.65
6340,대원전선 ,1770,-25,-1.39,32,55.31,1159,1.53,0,0
6345,대원전선우 ,3140,40,1.29,,,,,0,0
6360,GS건설 ,40300,200,0.5,3919,10.28,51311,0.79,1200,2.98
6370,대구백화점 ,10350,-150,-1.43,,,24233,0.43,100,0.97
6380,카프로 ,4225,-40,-0.94,,,3095,1.37,0,0
6390,한일현대시멘트 ,33400,-500,-1.47,3732,8.95,15211,2.2,1100,3.29
6400,삼성SDI ,746000,-11000,-1.45,8593,86.81,184387,4.05,1000,0.13
6405,삼성SDI우 ,366500,-2000,-0.54,,,,,1050,0.29
6490,인스코비 ,3525,55,1.59,26,135.58,356,9.9,0,0
6570,대림통상 ,3640,-40,-1.09,,,5008,0.73,0,0
6580,대양제지 ,3260,0,0,153,21.31,4981,0.65,40,1.23
6620,동구바이오제약 ,7810,-10,-0.13,328,23.81,3335,2.34,100,1.28
6650,대한유화 ,184000,4500,2.51,20603,8.93,291403,0.63,3000,1.63
6660,삼성공조 ,16550,500,3.12,673,24.59,27201,0.61,80,0.48
6730,서부T&D ,9230,120,1.32,,,10575,0.87,50,0.54
6740,영풍제지 ,7230,150,2.12,483,14.97,5692,1.27,40,0.55
6800,미래에셋증권 ,9080,30,0.33,1213,7.49,11595,0.78,200,2.2
6805,미래에셋증권우 ,5680,30,0.53,,,,,220,3.87
6840,AK홀딩스 ,22800,-700,-2.98,,,50471,0.45,400,1.75
6880,신송홀딩스 ,5500,-20,-0.36,240,22.92,7600,0.72,100,1.82
6890,태경케미컬 ,12500,400,3.31,681,18.36,10707,1.17,200,1.6
6910,보성파워텍 ,3785,-55,-1.43,36,105.14,1773,2.13,0,0
6920,모헨즈 ,5550,-100,-1.77,5,1110,2125,2.61,0,0
6980,우성 ,28400,-50,-0.18,2240,12.68,57410,0.49,150,0.53
7070,GS리테일 ,32200,-150,-0.46,2187,14.72,29928,1.08,900,2.8
7110,일신석재 ,2290,-170,-6.91,8,286.25,674,3.4,0,0
7120,미래아이앤지 ,507,-12,-2.31,153,3.31,691,0.73,0,0
7160,사조산업 ,44250,-1500,-3.28,1496,29.58,79731,0.55,200,0.45
7210,벽산 ,3730,-90,-2.36,,,3361,1.11,7,0.19
7280,한국특강 ,2915,-80,-2.67,88,33.13,1825,1.6,0,0
7310,오뚜기 ,466000,5000,1.08,31296,14.89,381649,1.22,8000,1.72
