종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
6740,영풍제지 ,7010,-20,-0.28,483,14.51,5692,1.23,40,0.57
6800,미래에셋증권 ,8750,-190,-2.13,1213,7.21,11595,0.75,200,2.29
6805,미래에셋증권우 ,5690,-40,-0.7,,,,,220,3.87
6840,AK홀딩스 ,25900,-550,-2.08,,,50471,0.51,400,1.54
6880,신송홀딩스 ,5560,20,0.36,240,23.17,7600,0.73,100,1.8
6890,태경케미컬 ,12900,-550,-4.09,681,18.94,10707,1.2,200,1.55
6910,보성파워텍 ,4250,-145,-3.3,36,118.06,1773,2.4,0,0
6920,모헨즈 ,6020,-20,-0.33,5,1204,2125,2.83,0,0
6980,우성 ,29950,-200,-0.66,2240,13.37,57410,0.52,150,0.5
7070,GS리테일 ,32550,-350,-1.06,2187,14.88,29928,1.09,900,2.76
7110,일신석재 ,2565,-40,-1.54,8,320.63,674,3.81,0,0
7120,미래아이앤지 ,536,-10,-1.83,153,3.5,691,0.78,0,0
7160,사조산업 ,48000,-50,-0.1,1496,32.09,79731,0.6,200,0.42
