종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,,2021
85370,루트로닉 ,15050,-350,-2.27,,,3695,4.07,0,0,,
85620,미래에셋생명 ,4205,-10,-0.24,482,8.72,11532,0.36,100,2.38,,
85660,차바이오텍 ,19250,250,1.32,,,6757,2.85,0,0,,
85670,뉴프렉스 ,5330,-200,-3.62,,,1778,3,0,0,,
85810,알티캐스트 ,2350,-50,-2.08,,,2476,0.95,0,0,,
85910,네오티스 ,5060,20,0.4,19,266.32,3729,1.36,250,4.94,,
86040,바이오톡스텍 ,7940,-70,-0.87,179,44.36,2292,3.46,0,0,,
86060,진바이오텍 ,5760,440,8.27,,,5231,1.1,30,0.52,,
86280,현대글로비스 ,157500,-2000,-1.25,16165,9.74,135079,1.17,3500,2.22,,
86390,유니테스트 ,30850,50,0.16,82,376.22,7301,4.23,0,0,,
86450,동국제약 ,20300,-200,-0.98,1273,15.95,9095,2.23,180,0.89,,
86520,에코프로 ,134200,-4000,-2.89,1096,122.45,15013,8.94,300,0.22,,
86670,비엠티 ,11800,-250,-2.07,492,23.98,8974,1.31,150,1.27,,
86710,선진뷰티사이언스 ,14050,-250,-1.75,622,22.59,6402,2.19,20,0.14,,
86790,하나금융지주 ,42500,-950,-2.19,8858,4.8,102296,0.42,1850,4.35,,
86820,바이오솔루션 ,21700,-100,-0.46,,,5767,3.76,0,0,,
86890,이수앱지스 ,9580,-90,-0.93,,,1542,6.21,0,0,,
86900,메디톡스 ,143000,-100,-0.07,,,37722,3.79,1000,0.7,,
86960,한컴MDS ,26850,700,2.68,512,52.44,13132,2.04,0,0,,
86980,쇼박스 ,6200,160,2.65,,,2149,2.89,0,0,,
87010,펩트론 ,10150,50,0.5,,,3739,2.71,0,0,,
87260,모바일어플라이언스 ,4210,-60,-1.41,84,50.12,1270,3.31,0,0,,
87600,픽셀플러스 ,10300,200,1.98,617,16.69,9849,1.05,0,0,,
88130,동아엘텍 ,10400,-250,-2.35,943,11.03,15934,0.65,150,1.44,,
88290,이원컴포텍 ,8110,-120,-1.46,,,573,14.15,0,0,,
88350,한화생명 ,3250,-85,-2.55,184,17.66,14584,0.22,30,0.92,,
88390,이녹스 ,34000,4900,16.84,1071,31.75,13764,2.47,0,0,,
88790,진도 ,3000,-25,-0.83,,,7790,0.39,0,0,,
88800,에이스테크 ,15500,-300,-1.9,,,1567,9.89,0,0,,
88910,동우팜투테이블 ,3155,-15,-0.47,,,7263,0.43,0,0,,
89010,켐트로닉스 ,27200,600,2.26,1200,22.67,7619,3.57,250,0.92,,
89030,테크윙 ,21050,-700,-3.22,1712,12.3,10478,2.01,230,1.09,,
89140,넥스턴바이오 ,6790,-210,-3,,,2917,2.33,0,0,,
89150,케이씨티 ,6250,-30,-0.48,33,189.39,2105,2.97,60,0.96,,
89230,THE E&M ,661,-17,-2.51,,,518,1.28,0,0,,
89470,HDC현대EP ,6020,-150,-2.43,477,12.62,9177,0.66,140,2.33,,
89530,에이티세미콘 ,1555,120,8.36,,,2403,0.65,0,0,,
89590,제주항공 ,18550,-450,-2.37,,,5385,3.44,0,0,,
89600,나스미디어 ,33550,-650,-1.9,2457,13.65,17385,1.93,800,2.38,,
89790,제이티 ,9420,-50,-0.53,519,18.15,3102,3.04,0,0,,
89850,유비벨록스 ,14700,-50,-0.34,1088,13.51,11539,1.27,0,0,,
89860,롯데렌탈 ,39600,-250,-0.63,1562,25.35,23931,1.65,300,0.76,,
89890,코세스 ,13050,0,0,403,32.38,1728,7.55,0,0,,
89970,에이피티씨 ,17450,-450,-2.51,1112,15.69,3805,4.59,500,2.87,,
89980,상아프론테크 ,60900,-900,-1.46,153,398.04,9540,6.38,160,0.26,,
90080,평화산업 ,1900,65,3.54,,,465,4.09,0,0,,
90150,광진윈텍 ,11300,-250,-2.16,150,75.33,3420,3.3,120,1.06,,
90350,노루페인트 ,11100,-350,-3.06,879,12.63,16315,0.68,275,2.48,,
90355,노루페인트우 ,20000,-500,-2.44,,,,,280,1.4,,
90360,로보스타 ,20150,-350,-1.71,,,8601,2.34,0,0,,
90370,메타랩스 ,940,-30,-3.09,,,832,1.13,0,0,,
90410,덕신하우징 ,2245,-35,-1.54,,,1559,1.44,0,0,,
90430,아모레퍼시픽 ,173500,-500,-0.29,512,338.87,64736,2.68,800,0.46,,
90435,아모레퍼시픽우 ,68300,-700,-1.01,,,,,805,1.18,,
90460,비에이치 ,20400,200,0.99,848,24.06,9470,2.15,250,1.23,,
90470,제이스텍 ,6540,0,0,,,7883,0.83,50,0.76,,
90710,휴림로봇 ,747,4,0.54,473,1.58,789,0.95,0,0,,
90740,연이비앤티 ,2105,0,0,,,471,4.47,0,0,,
90850,현대이지웰 ,10900,400,3.81,350,31.14,2599,4.19,55,0.5,,
91090,세원이앤씨 ,1400,100,7.69,,,1229,1.14,0,0,,
91120,이엠텍 ,24100,0,0,62,388.71,11602,2.08,0,0,,
91340,S&K폴리텍 ,5780,-170,-2.86,,,7792,0.74,250,4.33,,
91440,텔레필드 ,2950,20,0.68,,,2245,1.31,0,0,,
91580,상신이디피 ,16400,150,0.92,689,23.8,5530,2.97,70,0.43,,
91590,남화토건 ,8680,-210,-2.36,552,15.72,11748,0.74,100,1.15,,
91700,파트론 ,11350,-50,-0.44,431,26.33,6486,1.75,250,2.2,,
91810,티웨이항공 ,3375,-40,-1.17,,,1060,3.18,0,0,,
91970,나노캠텍 ,1610,0,0,,,2078,0.77,0,0,,
91990,셀트리온헬스케어 ,84000,-800,-0.94,1574,53.37,12487,6.73,0,0,,
92040,아미코젠 ,29950,100,0.34,1645,18.21,7960,3.76,0,0,,
92070,디엔에프 ,20050,-600,-2.91,1435,13.97,10501,1.91,200,1,,
92130,이크레더블 ,20050,0,0,1084,18.5,4804,4.17,700,3.49,,
92190,서울바이오시스 ,13500,350,2.66,288,46.88,4595,2.94,143,1.06,,
92200,디아이씨 ,4275,-40,-0.93,,,917,4.66,0,0,,
92220,KEC ,3795,-115,-2.94,,,1394,2.72,0,0,,
92230,KPX홀딩스 ,65700,-500,-0.76,34397,1.91,183257,0.36,3100,4.72,,
92300,현우산업 ,4705,-85,-1.77,74,63.58,4883,0.96,100,2.13,,
92440,기신정기 ,4400,-65,-1.46,335,13.13,8360,0.53,150,3.41,,
92460,한라IMS ,5300,110,2.12,200,26.5,4610,1.15,100,1.89,,
92600,앤씨앤 ,4330,-135,-3.02,,,1284,3.37,0,0,,
92730,네오팜 ,25800,-50,-0.19,2318,11.13,14343,1.8,650,2.52,,
92780,동양피스톤 ,6720,-60,-0.88,,,7084,0.95,60,0.89,,
92870,엑시콘 ,13700,-150,-1.08,1253,10.93,9128,1.5,50,0.36,,
93050,LF ,18500,-50,-0.27,605,30.58,42186,0.44,500,2.7,,
93190,빅솔론 ,6500,-100,-1.52,340,19.12,7691,0.85,150,2.31,,
93230,이아이디 ,292,-3,-1.02,,,199,1.47,0,0,,
93240,형지엘리트 ,3495,-45,-1.27,,,2007,1.74,0,0,,
93320,케이아이엔엑스 ,57400,-900,-1.54,3156,18.19,22393,2.56,500,0.87,,
93370,후성 ,25400,700,2.83,65,390.77,2350,10.81,0,0,,
93380,풍강 ,4430,-190,-4.11,16,276.88,6155,0.72,30,0.68,,
93520,매커스 ,8310,-30,-0.36,650,12.78,3497,2.38,100,1.2,,
93640,다믈멀티미디어 ,3985,-90,-2.21,,,1956,2.04,0,0,,
93920,서원인텍 ,6770,-30,-0.44,900,7.52,9238,0.73,350,5.17,,
94170,동운아나텍 ,7000,-100,-1.41,51,137.25,1740,4.02,20,0.29,,
94280,효성ITX ,21150,-100,-0.47,1067,19.82,3977,5.32,750,3.55,,
94360,칩스앤미디어 ,17250,600,3.6,200,86.25,3383,5.1,50,0.29,,
94480,갤럭시아머니트리 ,18600,2250,13.76,103,180.58,2344,7.94,55,0.3,,
94820,일진파워 ,17350,-400,-2.25,724,23.96,6660,2.61,300,1.73,,
94840,슈프리마에이치큐 ,7330,-100,-1.35,709,10.34,14528,0.5,0,0,,
94850,참좋은여행 ,12700,-200,-1.55,,,6746,1.88,0,0,,
94860,네오리진 ,1180,60,5.36,,,137,8.61,0,0,,
94940,푸른기술 ,9930,0,0,128,77.58,3547,2.8,0,0,,
94970,제이엠티 ,3835,55,1.46,318,12.06,3448,1.11,50,1.3,,
95190,이엠코리아 ,4535,200,4.61,,,2082,2.18,0,0,,
95270,웨이브일렉트로 ,5010,-150,-2.91,,,710,7.06,0,0,,
95340,ISC ,27600,-500,-1.78,454,60.79,12209,2.26,150,0.54,,
95500,미래나노텍 ,4795,400,9.1,1076,4.46,7112,0.67,0,0,,
95570,AJ네트웍스 ,5900,-110,-1.83,,,6089,0.97,210,3.56,,
95610,테스 ,27800,-900,-3.14,1580,17.59,11964,2.32,450,1.62,,
95660,네오위즈 ,26900,-100,-0.37,2802,9.6,17586,1.53,0,0,,
95700,제넥신 ,60800,-1600,-2.56,1149,52.92,21686,2.8,0,0,,
95720,웅진씽크빅 ,3280,-65,-1.94,8,410,3213,1.02,110,3.35,,
95910,에스에너지 ,4475,-80,-1.76,,,6111,0.73,50,1.12,,
96040,이트론 ,444,11,2.54,,,152,2.92,0,0,,
96240,청담러닝 ,33300,700,2.15,961,34.65,10763,3.09,800,2.4,,
96350,대창솔루션 ,501,-9,-1.76,,,261,1.92,0,0,,
96530,씨젠 ,61400,-1300,-2.07,9712,6.32,12362,4.97,1500,2.44,,
96610,알에프세미 ,4515,-110,-2.38,,,3927,1.15,0,0,,
96630,에스코넥 ,1870,-10,-0.53,,,720,2.6,0,0,,
96640,멜파스 ,1815,0,0,,,983,1.85,0,0,,
96690,에이루트 ,617,39,6.75,,,1420,0.43,0,0,,
96760,JW홀딩스 ,3560,-10,-0.28,157,22.68,2139,1.66,90,2.53,,
96770,SK이노베이션 ,220000,1000,0.46,,,155153,1.42,0,0,,
96775,SK이노베이션우 ,135000,500,0.37,,,,,0,0,,
96870,엘디티 ,5570,560,11.18,202,27.57,1682,3.31,0,0,,
97230,한진중공업 ,8020,-130,-1.6,940,8.53,3843,2.09,0,0,,
97520,엠씨넥스 ,47100,-800,-1.67,2180,21.61,14159,3.33,500,1.06,,
97780,에스맥 ,1010,-5,-0.49,125,8.08,1109,0.91,0,0,,
97800,윈팩 ,2040,-25,-1.21,137,14.89,1357,1.5,0,0,,
97870,효성오앤비 ,8510,-50,-0.58,203,41.92,7102,1.2,100,1.18,,
97950,CJ제일제당 ,379500,-3500,-0.91,42783,8.87,321970,1.18,4000,1.05,,
97955,CJ제일제당 우 ,186000,-5500,-2.87,,,,,4050,2.18,,
98120,마이크로컨텍솔 ,11250,150,1.35,135,83.33,4134,2.72,25,0.22,,
98460,고영 ,20550,650,3.27,136,151.1,3584,5.73,110,0.54,,
98660,에스티오 ,2320,-90,-3.73,,,2434,0.95,110,4.74,,
99190,아이센스 ,29400,-50,-0.17,1974,14.89,15978,1.84,250,0.85,,
99220,SDN ,1955,-10,-0.51,176,11.11,1873,1.04,0,0,,
99320,쎄트렉아이 ,46600,-550,-1.17,1654,28.17,10057,4.63,340,0.73,,
99390,브레인즈컴퍼니 ,26750,-350,-1.29,1116,23.97,6854,3.9,0,0,,
99410,동방선기 ,2670,-40,-1.48,,,2049,1.3,0,0,,
99430,바이오플러스 ,21950,-200,-0.9,389,56.43,2285,9.61,0,0,,
99440,스맥 ,1675,-10,-0.59,,,2428,0.69,0,0,,
99520,ITX-AI ,1285,0,0,,,793,1.62,0,0,,
99750,이지케어텍 ,38700,2000,5.45,,,5305,7.3,86,0.22,,
100030,모바일리더 ,19500,800,4.28,1848,10.55,10978,1.78,0,0,,
100090,삼강엠앤티 ,20400,250,1.24,270,75.56,4805,4.25,0,0,,
100120,뷰웍스 ,39300,900,2.34,2395,16.41,17022,2.31,450,1.15,,
100130,동국S&C ,5190,-40,-0.76,63,82.38,4553,1.14,100,1.93,,
100220,비상교육 ,8050,0,0,,,15074,0.53,150,1.86,,
100250,진양홀딩스 ,3880,15,0.39,475,8.17,5815,0.67,170,4.38,,
100590,머큐리 ,8100,-100,-1.22,556,14.57,5431,1.49,0,0,,
100660,서암기계공업 ,5170,20,0.39,41,126.1,4882,1.06,35,0.68,,
100700,세운메디칼 ,3975,-25,-0.63,243,16.36,2328,1.71,50,1.26,,
100790,미래에셋벤처투자 ,9010,370,4.28,695,12.96,3926,2.29,155,1.72,,
100840,SNT에너지 ,19650,-300,-1.5,1414,13.9,31408,0.63,800,4.07,,
101000,상상인인더스트리 ,995,26,2.68,22,45.23,418,2.38,0,0,,
101060,SBS미디어홀딩스 ,1925,15,0.79,,,3617,0.53,0,0,,
101140,인바이오젠 ,4710,195,4.32,,,1511,3.12,0,0,,
101160,월덱스 ,28450,-300,-1.04,1321,21.54,6600,4.31,70,0.25,,
101170,우림피티에스 ,3955,105,2.73,,,5865,0.67,50,1.26,,
101240,씨큐브 ,6900,40,0.58,407,16.95,5630,1.23,100,1.45,,
101330,모베이스 ,3740,-100,-2.6,,,10629,0.35,0,0,,
101360,이엔드디 ,31450,200,0.64,409,76.89,5926,5.31,0,0,,
101390,아이엠 ,626,-18,-2.8,,,506,1.24,0,0,,
101400,엔시트론 ,1265,-10,-0.78,,,539,2.35,0,0,,
101490,에스앤에스텍 ,34650,-950,-2.67,556,62.32,7667,4.52,80,0.23,,
101530,해태제과식품 ,8170,-20,-0.24,1035,7.89,9030,0.9,200,2.45,,
101670,코리아에스이 ,1465,-75,-4.87,,,1365,1.07,0,0,,
101680,한국정밀기계 ,1440,0,0,,,5153,0.28,0,0,,
101730,위메이드맥스 ,38750,-1250,-3.13,,,1501,25.82,0,0,,
101930,인화정공 ,10900,-50,-0.46,3466,3.14,17617,0.62,0,0,,
102120,어보브반도체 ,14000,-400,-2.78,850,16.47,5804,2.41,240,1.71,,
102260,동성케미컬 ,5030,-100,-1.95,152,33.09,6288,0.8,250,4.97,,
102280,쌍방울 ,764,87,12.85,,,900,0.85,0,0,,
102460,이연제약 ,40800,-50,-0.12,226,180.53,12850,3.18,200,0.49,,
102710,이엔에프테크놀로지 ,30200,-1000,-3.21,3332,9.06,21710,1.39,150,0.5,,
102940,코오롱생명과학 ,34100,800,2.4,,,5078,6.72,0,0,,
103140,풍산 ,32200,550,1.74,2567,12.54,51539,0.62,600,1.86,,
103230,에스앤더블류 ,2505,0,0,87,28.79,5522,0.45,0,0,,
103590,일진전기 ,5320,-180,-3.27,130,40.92,8330,0.64,60,1.13,,
103840,우양 ,4590,-30,-0.65,316,14.53,2640,1.74,0,0,,
104040,대성파인텍 ,2120,-90,-4.07,52,40.77,1719,1.23,0,0,,
104200,NHN벅스 ,12100,0,0,,,4101,2.95,0,0,,
104460,디와이피엔에프 ,41550,-250,-0.6,2716,15.3,8513,4.88,420,1.01,,
104480,티케이케미칼 ,5030,20,0.4,,,2940,1.71,0,0,,
104540,코렌텍 ,12700,250,2.01,148,85.81,3789,3.35,0,0,,
104620,노랑풍선 ,14650,100,0.69,,,3462,4.23,0,0,,
104700,한국철강 ,7920,-80,-1,,,15132,0.52,200,2.53,,
104830,원익머트리얼즈 ,33250,-600,-1.77,2628,12.65,26857,1.24,200,0.6,,
105330,케이엔더블유 ,14050,200,1.44,,,4248,3.31,0,0,,
105550,트루윈 ,8410,0,0,54,155.74,2710,3.1,0,0,,
105560,KB금융 ,57100,-500,-0.87,8809,6.48,102219,0.56,1770,3.1,,
105630,한세실업 ,21600,-1050,-4.64,1145,18.86,10534,2.05,500,2.31,,
105740,디케이락 ,11050,-50,-0.45,,,10814,1.02,150,1.36,,
105840,우진 ,8850,-180,-1.99,1719,5.15,7381,1.2,100,1.13,,
106080,하이소닉 ,3110,0,0,,,344,9.04,0,0,,
106190,하이텍팜 ,13300,-100,-0.75,,,13422,0.99,50,0.38,,
106240,파인테크닉스 ,11350,450,4.13,126,90.08,1406,8.07,0,0,,
106520,디지탈옵틱 ,3510,-55,-1.54,,,1105,3.18,0,0,,
107590,미원홀딩스 ,140500,-1000,-0.71,7557,18.59,70128,2,500,0.36,,
108230,톱텍 ,8300,180,2.22,294,28.23,9538,0.87,100,1.2,,
108320,LX세미콘 ,110000,-1200,-1.08,4459,24.67,32727,3.36,1350,1.23,,
108380,대양전기공업 ,15100,-200,-1.31,1486,10.16,22895,0.66,200,1.32,,
108490,로보티즈 ,13250,-150,-1.12,,,5629,2.35,0,0,,
108670,LX하우시스 ,60500,-1200,-1.94,,,83775,0.72,300,0.5,,
108675,LX하우시스우 ,28400,-600,-2.07,,,,,350,1.23,,
108860,셀바스AI ,8380,1030,14.01,185,45.3,1627,5.15,0,0,,
109070,컨버즈 ,4100,0,0,,,539,7.61,0,0,,
109080,옵티시스 ,22650,-400,-1.74,313,72.36,6952,3.26,50,0.22,,
109610,에스와이 ,3980,-25,-0.62,,,3129,1.27,0,0,,
109740,디에스케이 ,7880,0,0,,,4728,1.67,0,0,,
109820,진매트릭스 ,9250,-100,-1.07,422,21.92,1637,5.65,0,0,,
109860,동일금속 ,14100,-450,-3.09,796,17.71,14150,1,300,2.13,,
109960,에이프로젠 H&G ,702,-8,-1.13,62,11.32,1297,0.54,0,0,,
110020,전진바이오팜 ,5180,80,1.57,,,1867,2.77,0,0,,
110790,크리스에프앤씨 ,46800,-1900,-3.9,3486,13.43,20508,2.28,740,1.58,,
110990,디아이티 ,10350,-200,-1.9,81,127.78,8970,1.15,0,0,,
111110,호전실업 ,10500,-50,-0.47,,,12387,0.85,200,1.9,,
111710,남화산업 ,8770,-180,-2.01,321,27.32,6819,1.29,100,1.14,,
111770,영원무역 ,40800,-1250,-2.97,3366,12.12,41408,0.99,500,1.23,,
111870,KH 일렉트론 ,798,-2,-0.25,,,1144,0.7,0,0,,
112040,위메이드 ,186700,-14800,-7.34,,,7541,24.76,600,0.32,,
112610,씨에스윈드 ,60100,-300,-0.5,898,66.93,11340,5.3,1000,1.66,,
113810,디젠스 ,875,-15,-1.69,,,398,2.2,0,0,,
114090,GKL ,13050,-250,-1.88,,,7863,1.66,0,0,,
114120,크루셜텍 ,1380,25,1.85,,,1947,0.71,0,0,,
114190,강원에너지 ,2500,0,0,,,942,2.65,0,0,,
114450,KPX생명과학 ,6380,-90,-1.39,,,3958,1.61,0,0,,
114570,지스마트글로벌 ,620,0,0,,,4180,0.15,0,0,,
114630,폴라리스우노 ,4970,-30,-0.6,141,35.25,5537,0.9,100,2.01,,
114810,아이원스 ,10800,-300,-2.7,16,675,4555,2.37,0,0,,
114840,아이패밀리에스씨 ,19550,-200,-1.01,2670,7.32,4600,4.25,183,0.94,,
115160,휴맥스 ,4770,-95,-1.95,,,10255,0.47,0,0,,
115180,큐리언트 ,30300,0,0,,,4908,6.17,0,0,,
115310,인포바인 ,25400,-600,-2.31,3075,8.26,27922,0.91,900,3.54,,
115390,락앤락 ,10350,-300,-2.82,219,47.26,12548,0.82,0,0,,
115440,우리넷 ,8030,-110,-1.35,,,6539,1.23,0,0,,
115450,지트리비앤티 ,15500,700,4.73,,,3315,4.68,0,0,,
115480,씨유메디칼 ,1015,0,0,,,1392,0.73,0,0,,
115500,케이씨에스 ,6960,-60,-0.85,172,40.47,1749,3.98,220,3.16,,
115530,씨엔플러스 ,839,0,0,,,172,4.88,0,0,,
115570,스타플렉스 ,7600,100,1.33,,,8376,0.91,0,0,,
115610,이미지스 ,2390,-110,-4.4,,,489,4.89,0,0,,
115960,연우 ,23150,-400,-1.7,917,25.25,17635,1.31,190,0.82,,
117580,대성에너지 ,7930,-120,-1.49,514,15.43,11433,0.69,250,3.15,,
117670,알파홀딩스 ,3130,-50,-1.57,,,3730,0.84,0,0,,
117730,티로보틱스 ,7650,-210,-2.67,,,2735,2.8,0,0,,
118000,우리들휴브레인 ,1410,-10,-0.7,239,5.9,1262,1.12,0,0,,
118990,모트렉스 ,6400,200,3.23,,,2876,2.23,0,0,,
119500,포메탈 ,4100,25,0.61,149,27.52,3863,1.06,60,1.46,,
119610,인터로조 ,27050,-200,-0.73,1000,27.05,11239,2.41,300,1.11,,
119650,KC코트렐 ,6570,-70,-1.05,,,813,8.08,0,0,,
119830,아이텍 ,9390,-190,-1.98,,,5477,1.71,0,0,,
119850,지엔씨에너지 ,5070,-40,-0.78,187,27.11,5178,0.98,50,0.99,,
119860,다나와 ,29200,-100,-0.34,2387,12.23,10461,2.79,600,2.05,,
120030,조선선재 ,106500,-500,-0.47,8778,12.13,92985,1.15,1500,1.41,,
120110,코오롱인더 ,77000,-2100,-2.65,6834,11.27,73257,1.05,1000,1.3,,
120115,코오롱인더우 ,36500,-1000,-2.67,,,,,1050,2.88,,
120240,대정화금 ,20250,-300,-1.46,1256,16.12,17934,1.13,300,1.48,,
121440,골프존뉴딘홀딩스 ,10050,80,0.8,659,15.25,10948,0.92,117,1.16,,
121600,나노신소재 ,60500,-900,-1.47,156,387.82,8441,7.17,100,0.17,,
121800,비덴트 ,30100,5600,22.86,592,50.84,7345,4.1,0,0,,
121850,코이즈 ,2505,10,0.4,,,1083,2.31,0,0,,
121890,에스디시스템 ,739,0,0,,,646,1.14,0,0,,
122310,제노레이 ,9350,-130,-1.37,709,13.19,4571,2.05,120,1.28,,
122350,삼기 ,4755,-60,-1.25,,,3362,1.41,0,0,,
122450,KMH ,8960,-160,-1.75,718,12.48,5865,1.53,0,0,,
122640,예스티 ,13300,300,2.31,21,633.33,4274,3.11,0,0,,
122690,서진오토모티브 ,2735,20,0.74,,,3624,0.75,0,0,,
122870,와이지엔터테인먼트 ,60800,-1900,-3.03,519,117.15,19082,3.19,0,0,,
122900,아이마켓코리아 ,11350,-100,-0.87,672,16.89,10210,1.11,600,5.29,,
122990,와이솔 ,10450,-400,-3.69,117,89.32,11971,0.87,250,2.39,,
123010,폴라리스웍스 ,1740,30,1.75,,,508,3.43,0,0,,
123040,엠에스오토텍 ,5700,-110,-1.89,,,1372,4.15,50,0.88,,
123330,제닉 ,6560,320,5.13,,,3190,2.06,0,0,,
123410,코리아에프티 ,3410,-5,-0.15,132,25.83,4388,0.78,30,0.88,,
123420,선데이토즈 ,23300,-600,-2.51,1657,14.06,15089,1.54,0,0,,
123570,이엠넷 ,6040,-20,-0.33,320,18.88,2807,2.15,50,0.83,,
123690,한국화장품 ,9300,90,0.98,,,1835,5.07,0,0,,
123700,SJM ,4590,-140,-2.96,172,26.69,10466,0.44,50,1.09,,
123750,알톤스포츠 ,4275,-10,-0.23,441,9.69,1690,2.53,0,0,,
123840,한일진공 ,700,5,0.72,173,4.05,1755,0.4,0,0,,
123860,아나패스 ,26850,0,0,,,1720,15.61,0,0,,
123890,한국자산신탁 ,4360,-25,-0.57,1062,4.11,6202,0.7,220,5.05,,
124500,아이티센 ,4865,-185,-3.66,312,15.59,2832,1.72,0,0,,
124560,태웅로직스 ,7580,80,1.07,469,16.16,3023,2.51,50,0.66,,
125210,아모그린텍 ,12550,-200,-1.57,66,190.15,2392,5.25,0,0,,
126340,비나텍 ,51100,-400,-0.78,956,53.45,8445,6.05,0,0,,
126560,현대퓨처넷 ,4740,0,0,,,6121,0.77,80,1.69,,
126600,코프라 ,12800,500,4.07,622,20.58,5620,2.28,100,0.78,,
126640,화신정공 ,1930,-50,-2.53,138,13.99,2357,0.82,30,1.55,,
126700,하이비젼시스템 ,18900,0,0,759,24.9,8866,2.13,50,0.26,,
126870,뉴로스 ,2230,0,0,,,1195,1.87,0,0,,
126880,제이엔케이히터 ,6710,180,2.76,95,70.63,4418,1.52,0,0,,
127120,디엔에이링크 ,3885,565,17.02,,,2361,1.65,0,0,,
127160,매직마이크로 ,282,0,0,,,213,1.32,0,0,,
127710,아시아경제 ,3550,-230,-6.08,141,25.18,4855,0.73,0,0,,
128540,에코캡 ,8210,-900,-9.88,,,3820,2.15,0,0,,
128660,피제이메탈 ,6040,310,5.41,191,31.62,1719,3.51,120,1.99,,
128820,대성산업 ,4335,25,0.58,1414,3.07,11151,0.39,0,0,,
128940,한미약품 ,266500,-2000,-0.74,997,267.3,60518,4.4,500,0.19,,
129260,인터지스 ,3610,-50,-1.37,180,20.06,6245,0.58,0,0,,
129890,앱코 ,14250,-150,-1.04,2419,5.89,8225,1.73,0,0,,
130500,GH신소재 ,7310,-400,-5.19,5,1462,3780,1.93,0,0,,
130580,나이스디앤비 ,9850,-100,-1.01,698,14.11,4052,2.43,200,2.03,,
130660,한전산업 ,13500,-300,-2.17,419,32.22,2553,5.29,208,1.54,,
130740,티피씨글로벌 ,3595,0,0,217,16.57,5596,0.64,0,0,,
131030,디에이치피코리아 ,7120,40,0.56,893,7.97,7177,0.99,100,1.4,,
131090,시큐브 ,1315,0,0,65,20.23,800,1.64,15,1.14,,
131100,스카이이앤엠 ,4080,-40,-0.97,,,2580,1.58,0,0,,
131180,딜리 ,2010,25,1.26,,,1884,1.07,40,1.99,,
131220,대한과학 ,8380,-20,-0.24,229,36.59,3920,2.14,60,0.72,,
131290,티에스이 ,58000,-2000,-3.33,2594,22.36,17634,3.29,250,0.43,,
131370,알서포트 ,7710,-250,-3.14,,,1130,6.82,30,0.39,,
131390,원익피앤이 ,29350,400,1.38,1262,23.26,7095,4.14,0,0,,
131400,이브이첨단소재 ,1580,-55,-3.36,,,1104,1.43,0,0,,
131760,파인텍 ,1560,-10,-0.64,,,772,2.02,0,0,,
131970,테스나 ,46200,-1300,-2.74,2260,20.44,13105,3.53,130,0.28,,
133750,메가엠디 ,4640,-50,-1.07,224,20.71,2645,1.75,100,2.16,,
133820,화인베스틸 ,2885,-15,-0.52,,,2583,1.12,0,0,,
134060,이퓨쳐 ,7970,-220,-2.69,122,65.33,3812,2.09,0,0,,
134380,미원화학 ,78100,0,0,6806,11.48,51337,1.52,2500,3.2,,
134580,디엠티 ,7060,130,1.88,,,1795,3.93,0,0,,
134790,시디즈 ,59900,-100,-0.17,10331,5.8,24393,2.46,300,0.5,,
136480,하림 ,2800,-5,-0.18,79,35.44,2676,1.05,0,0,,
136490,선진 ,11100,-250,-2.2,3516,3.16,15558,0.71,100,0.9,,
136510,에디슨EV ,28750,-2200,-7.11,,,746,38.54,0,0,,
136540,윈스 ,16200,150,0.93,1663,9.74,10420,1.55,400,2.47,,
137310,에스디바이오센서 ,53000,1400,2.71,6597,8.03,8016,6.61,535,1.01,,
137400,피엔티 ,46800,300,0.65,1717,27.26,5917,7.91,100,0.21,,
137940,넥스트아이 ,1425,-40,-2.73,570,2.5,1528,0.93,17,1.19,,
137950,제이씨케미칼 ,8610,-60,-0.69,357,24.12,4545,1.89,90,1.05,,
138040,메리츠금융지주 ,35700,-600,-1.65,3596,9.93,24992,1.43,900,2.52,,
138070,신진에스엠 ,7020,310,4.62,,,7654,0.92,70,1,,
138080,오이솔루션 ,34500,200,0.58,1164,29.64,13835,2.49,300,0.87,,
138250,엔에스쇼핑 ,13600,-250,-1.81,194,70.1,12397,1.1,150,1.1,,
138360,협진 ,4480,0,0,,,1270,3.53,0,0,,
138490,코오롱플라스틱 ,13500,-250,-1.82,79,170.89,5217,2.59,0,0,,
138580,비즈니스온 ,18150,1350,8.04,165,110,2723,6.67,300,1.65,,
138610,나이벡 ,25300,50,0.2,,,3215,7.87,0,0,,
138690,엘아이에스 ,4195,200,5.01,156,26.89,2801,1.5,0,0,,
138930,BNK금융지주 ,8740,-60,-0.68,1498,5.83,26781,0.33,320,3.66,,
139050,시티랩스 ,893,-20,-2.19,,,435,2.05,0,0,,
139130,DGB금융지주 ,9560,-140,-1.44,1908,5.01,29493,0.32,390,4.08,,
139480,이마트 ,155500,-4000,-2.51,12378,12.56,325504,0.48,2000,1.29,,
139670,키네마스터 ,20650,-1450,-6.56,188,109.84,1054,19.59,0,0,,
139990,아주스틸 ,19500,100,0.52,1092,17.86,5631,3.46,0,0,,
