종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률
6050,국영지앤엠 ,2165,20,0.93,,,1462,1.48,0,0
6060,화승인더 ,6660,-10,-0.15,698,9.54,6374,1.04,188,2.82
6090,사조오양 ,9670,370,3.98,1959,4.94,19611,0.49,150,1.55
6110,삼아알미늄 ,30300,50,0.17,319,94.98,10036,3.02,100,0.33
6120,SK디스커버리 ,48750,350,0.72,13096,3.72,95458,0.51,1000,2.05
6125,SK디스커버리우 ,37150,150,0.41,,,,,1050,2.83
6140,피제이전자 ,8260,0,0,331,24.95,7305,1.13,100,1.21
6200,한국전자홀딩스 ,1860,325,21.17,,,2169,0.86,0,0
6220,제주은행 ,5970,70,1.19,481,12.41,15856,0.38,100,1.68
6260,LS ,59200,700,1.2,4568,12.96,101468,0.58,1450,2.45
6280,녹십자 ,239000,-1000,-0.42,7101,33.66,95710,2.5,1500,0.63
6340,대원전선 ,1900,85,4.68,32,59.38,1159,1.64,0,0
6345,대원전선우 ,3280,45,1.39,,,,,0,0
6360,GS건설 ,42100,1000,2.43,3919,10.74,51311,0.82,1200,2.85
6370,대구백화점 ,10700,-450,-4.04,,,24233,0.44,100,0.93
6380,카프로 ,4500,95,2.16,,,3095,1.45,0,0
6390,한일현대시멘트 ,36250,550,1.54,3732,9.71,15211,2.38,1100,3.03
6400,삼성SDI ,754000,3000,0.4,8593,87.75,184387,4.09,1000,0.13
6405,삼성SDI우 ,372000,2000,0.54,,,,,1050,0.28
6490,인스코비 ,3290,-10,-0.3,26,126.54,356,9.24,0,0
6570,대림통상 ,3655,-15,-0.41,,,5008,0.73,0,0
6580,대양제지 ,3260,0,0,153,21.31,4981,0.65,40,1.23
6620,동구바이오제약 ,8150,40,0.49,328,24.85,3335,2.44,100,1.23
6650,대한유화 ,184000,1500,0.82,20603,8.93,291403,0.63,3000,1.63
6660,삼성공조 ,16150,-50,-0.31,673,24,27201,0.59,80,0.5
6730,서부T&D ,9190,-70,-0.76,,,10575,0.87,50,0.54
6740,영풍제지 ,7020,-180,-2.5,483,14.53,5692,1.23,40,0.57
6800,미래에셋증권 ,9260,50,0.54,1213,7.63,11595,0.8,200,2.16
6805,미래에셋증권우 ,5780,30,0.52,,,,,220,3.81
6840,AK홀딩스 ,24200,-300,-1.22,,,50471,0.48,400,1.65
6880,신송홀딩스 ,5490,-30,-0.54,240,22.88,7600,0.72,100,1.82
6890,태경케미컬 ,12750,600,4.94,681,18.72,10707,1.19,200,1.57
6910,보성파워텍 ,4215,55,1.32,36,117.08,1773,2.38,0,0
6920,모헨즈 ,5820,80,1.39,5,1164,2125,2.74,0,0
6980,우성 ,29050,0,0,2240,12.97,57410,0.51,150,0.52
7070,GS리테일 ,32900,500,1.54,2187,15.04,29928,1.1,900,2.74
7110,일신석재 ,2535,100,4.11,8,316.88,674,3.76,0,0
7120,미래아이앤지 ,534,-1,-0.19,153,3.49,691,0.77,0,0
7160,사조산업 ,46950,950,2.07,1496,31.38,79731,0.59,200,0.43
7210,벽산 ,4135,-115,-2.71,,,3361,1.23,7,0.17
7280,한국특강 ,3150,295,10.33,88,35.8,1825,1.73,0,0
7310,오뚜기 ,472500,5500,1.18,31296,15.1,381649,1.24,8000,1.69
7330,푸른저축은행 ,13750,150,1.1,1824,7.54,18411,0.75,550,4
7340,디티알오토모티브 ,67600,-1600,-2.31,5317,12.71,62666,1.08,2000,2.96
7370,진양제약 ,6650,190,2.94,329,20.21,3859,1.72,100,1.5
7390,네이처셀 ,18800,350,1.9,,,1024,18.36,0,0
7460,에이프로젠 MED ,1720,-10,-0.58,,,1744,0.99,0,0
7530,영신금속 ,2895,115,4.14,,,2031,1.43,0,0
7540,샘표 ,42500,300,0.71,15906,2.67,62296,0.68,200,0.47
